CODE,TAXONOMIC,common_name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Habitat-Biology,Trophic_Level,pel,dem,hab
148062201,CETONURUS GLOBICEPS,,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Cetonurus,globiceps,benthopelagic; slope; abyssal,3.8,p,,p
107040000,CETORHINIDAE,basking shark,,,,,,,,,,,,
107040100,CETORHINUS,,,,,,,,,,,,,
107040101,CETORHINUS MAXIMUS,basking shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,oceanic surface and epipelagic,3.2,p,,p
132090200,CETOSTOMUS,,,,,,,,,,,,,
132090201,CETOSTOMUS REGANI,,,,,,,,,,,,,
337010200,CHACEIA,,,,,,,,,,,,,
336090100,CHAENA,,,,,,,,,,,,,
331030000,CHAENOCARDIIDAE,,,,,,,,,,,,,
165010300,CHAENOMUGIL,,,,,,,,,,,,,
165010301,CHAENOMUGIL PROBOSCIDEUS,snouted mullet,,,,,,,,,,,,
195090700,CHAENOPHRYNE,,,,,,,,,,,,,
195090701,CHAENOPHRYNE DRACO,,,,,,,,,,,,,
170370500,CHAENOPSIS,,,,,,,,,,,,,
170370501,CHAENOPSIS LIMBAUGHI,yellowface pikeblenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Chaenopsis,limbaughi,demersal; coral reef,,,d,d
170370502,CHAENOPSIS OCELLATA,bluethroat pikeblenny,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Chaenopsis,ocellata,demersal; coral reef; seagrass,,,d,d
784080000,CHAETANGIACEAE,,,,,,,,,,,,,
691100300,CHAETASTER,,,,,,,,,,,,,
691100301,CHAETASTER NODOSUS,,Animalia,Echinodermata,Asteroidea,Valvatida,Chaetasteridae,Chaetaster,nodosus,soft substrate,,,,
302030000,CHAETODERMATIDAE,,,,,,,,,,,,,
170250100,CHAETODIPTERUS,spadefishes,,,,,,,,,,,,
170250101,CHAETODIPTERUS FABER,Atlantic spadefish,Animalia,Chordata,Actinopterygii,Perciformes,Ephippidae,Chaetodipterus,faber,demersal; hard substrate; coral reef,4.5,,d,d
170250102,CHAETODIPTERUS ZONATUS,Pacific spadefish,,,,,,,,,,,,
170260300,CHAETODON,butterflyfishes,,,,,,,,,,,,
170260305,CHAETODON ACULEATUS,longsnout butterflyfish,,,,,,,,,,,,
170260301,CHAETODON AYA,bank butterflyfish,,,,,,,,,,,,
170260302,CHAETODON CAPISTRATUS,foureye butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,capistratus,demersal; coral reef,3,,d,d
170260303,CHAETODON CILIARIS,,,,,,,,,,,,,
170260304,CHAETODON GUYANENSIS,French butterflyfish,,,,,,,,,,,,
170260306,CHAETODON HUMERALIS,muneca,,,,,,,,,,,,
170260307,CHAETODON OCELLATUS,spotfin butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,ocellatus,demersal; coral reef,3.2,,d,d
170260309,CHAETODON SEDENTARIUS,reef butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,sedentarius,demersal; coral reef,2.8,,d,d
170260310,CHAETODON STRIATUS,banded butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,striatus,demersal; coral reef,3.2,,d,d
170260000,CHAETODONTIDAE,butterflyfishes,,,,,,,,,,,,
645000000,CHAETOGNATHA,arrow worms,,,,,,,,,,,,
712010000,CHAETOPHORACEAE,,,,,,,,,,,,,
712000000,CHAETOPHORALES,,,,,,,,,,,,,
303050100,CHAETOPLEURA,,,,,,,,,,,,,
303050101,CHAETOPLEURA APICUATA,,,,,,,,,,,,,
303050000,CHAETOPLEURIDAE,,,,,,,,,,,,,
650100000,CHAETOPTERIDAE,,,,,,,,,,,,,
650100100,CHAETOPTERUS,,,,,,,,,,,,,
717070000,CHAETOSIPHONACEAE,,,,,,,,,,,,,
712040000,CHAETOSPHAERIDIACEAE,,,,,,,,,,,,,
220020100,CHALARASPIDUM,,,,,,,,,,,,,
220020101,CHALARASPIDUM ALATUM,,Animalia,Arthropoda,Malacostraca,Lophogastrida,Lophogastridae,Chalaraspidum,alatum,deep sea; pelagic,,p,,p
148061000,CHALINURA,,,,,,,,,,,,,
148061002,CHALINURA MEDITERRANEA,,,,,,,,,,,,,
148061001,CHALINURA MURRAYI,,,,,,,,,,,,,
334020200,CHAMA,,,,,,,,,,,,,
334020201,CHAMA CONGREGATA,corrugate jewelbox,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,Chama,congregata,benthic; epibiotic; hard substrate; sessile,,,,
334020202,CHAMA FLORIDA,pretty jewelbox,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,Chama,florida,benthic; epibiotic; hard substrate; sessile,,,,
334020203,CHAMA MACEROPHYLLA,leafy jewelbox,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,Chama,macerophylla,benthic; epibiotic; hard substrate; sessile,,,,
334020204,CHAMA PELLUCIDA,,,,,,,,,,,,,
334020205,CHAMA SARDA,cherry jewelbox,Animalia,Mollusca,Bivalvia,Veneroida,Chamidae,Chama,sarda,benthic; epibiotic; hard substrate; sessile,,,,
334020206,CHAMA SINOUSA,,,,,,,,,,,,,
793020000,CHAMAESIPHONACEAE,,,,,,,,,,,,,
335643500,CHAMELEA,,,,,,,,,,,,,
335320100,CHAMETRACHEA,,,,,,,,,,,,,
334020000,CHAMIDAE,,,,,,,,,,,,,
338090100,CHAMOSTREA,,,,,,,,,,,,,
788010000,CHAMPIACEAE,,,,,,,,,,,,,
718010000,CHARACEAE,,,,,,,,,,,,,
568000000,CHARADRIIFORMES,Alcids,,,,,,,,,,,,
718000000,CHARALES,,,,,,,,,,,,,
319360000,CHARCOTIIDAE,,,,,,,,,,,,,
307780300,CHARONIA,,,,,,,,,,,,,
307780301,CHARONIA VARIEGATA,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Charonia,variegata,benthic; carnivore (includes scavengers); coral reef; hard substrate,,,,
229110400,CHARYBDIS,,,,,,,,,,,,,
183010200,CHASCANOPSETTA,,,,,,,,,,,,,
183010201,CHASCANOPSETTA LUGUBRIS,pelican flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Chascanopsetta,lugubris,"benthic; soft substrate (muds, sands, clays)",3.5,,,
183010202,CHASCANOPSETTA PRORIGERA,,,,,,,,,,,,,
229381100,CHASMOCARCINUS,,,,,,,,,,,,,
229381101,CHASMOCARCINUS MISSISSIPPIENSIS,roughwrist soft crab,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,Chasmocarcinus,mississippiensis,benthic; soft substrate; endemic to Gulf of Mexico,,,,
170360100,CHASMODES,,,,,,,,,,,,,
170360101,CHASMODES BOSQUIANUS,striped blenny,,,,,,,,,2,,,
170360102,CHASMODES SABURRAE,Florida blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Chasmodes,saburrae,demersal; seagrass; endemic to Gulf of Mexico,,,d,d
121170000,CHAULIODONTIDAE,viperfishes,,,,,,,,,,,,
121170100,CHAULIODUS,,,,,,,,,,,,,
121170101,CHAULIODUS DANAE,Dana viperfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Chauliodontidae,Chauliodus,danae,mesopelagic; bathypelagic,4,p,,p
121170102,CHAULIODUS SLOANI,Sloan's fangfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Chauliodontidae,Chauliodus,sloani,mesopelagic; bathypelagic,4.2,p,,p
195040000,CHAUNACIDAE,coffinfishes,,,,,,,,,,,,
195040200,CHAUNAX,,,,,,,,,,,,,
195040201,CHAUNAX PICTUS,painted anglerfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Chaunacidae,Chaunax,pictus,benthic; slope,,,,
195040202,CHAUNAX STIGMAEUS,redeye gaper,,,,,,,,,,,,
350010300,CHAUNIOTEUTHIS,,,,,,,,,,,,,
307610100,CHEILA,,,,,,,,,,,,,
307610101,CHEILA EQUESTRIS,,,,,,,,,,,,,
170060300,CHEILODIPTERUS,,,,,,,,,,,,,
170060301,CHEILODIPTERUS AFFINIS,,,,,,,,,,,,,
147041300,CHEILOPOGON,,,,,,,,,,,,,
147041302,CHEILOPOGON FURCATUS,spotfin flyingfish,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,furcatus,neritic; oceanic surface and epipelagic,4,p,,p
147041301,CHEILOPOGON HETERURUS,Atlantic flyingfish,,,,,,,,,3.4,,,
691180100,CHEIRASTER,,,,,,,,,,,,,
691180101,CHEIRASTER ECHINULATUS,,,,,,,,,,,,,
691180102,CHEIRASTER PLANUS,,,,,,,,,,,,,
311060200,CHELIDONURA,,,,,,,,,,,,,
311060202,CHELIDONURA EVELINAE,,,,,,,,,,,,,
311060201,CHELIDONURA HIRUNDINIA,,,,,,,,,,,,,
660000000,CHELONETHIDA,,,,,,,,,,,,,
531070100,CHELONIA,Green Sea Turtles,,,,,,,,,,,,
531070101,CHELONIA MYDAS,common green sea turtle,Animalia,Chordata,Sauropsida,Testudines,Cheloniidae,Chelonia,mydas,neritic; threatened or endangered,,,,
531070000,CHELONIIDAE,marine turtles,,,,,,,,,,,,
224090100,CHEVALIA,,,,,,,,,,,,,
224090101,CHEVALIA AVICULAE,,,,,,,,,,,,,
170350100,CHIASMODON,,,,,,,,,,,,,
170350101,CHIASMODON NIGER,black swallower,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae,Chiasmodon,niger,mesopelagic; bathypelagic,,p,,p
170350000,CHIASMODONTIDAE,black swallowers,,,,,,,,,,,,
308012700,CHICOREUS,,,,,,,,,,,,,
308012701,CHICOREUS FLORIFER-DILECTUS,,,,,,,,,,,,,
321060000,CHILINIDAE,,,,,,,,,,,,,
189090200,CHILOMYCTERUS,burrfishes,,,,,,,,,,,,
189090204,CHILOMYCTERUS ANTENNATUS,bridled burrfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Chilomycterus,antennatus,demersal; coral reef; seagrass,,,d,d
189090201,CHILOMYCTERUS ANTILLARUM,web burrfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Chilomycterus,antillarum,"demersal; soft substrate (muds, sands, clays)",,,d,d
189090202,CHILOMYCTERUS ATINGA,spotted burrfish,,,,,,,,,,,,
189090203,CHILOMYCTERUS SCHOEPFI,burrfish,,,,,,,,,,,,
189090205,CHILOMYCTERUS SPINOSUS,striped burrfish,,,,,,,,,,,,
143040200,CHILORHINUS,,,,,,,,,,,,,
143040201,CHILORHINUS SUENSONII,seagrass eel,,,,,,,,,4,,,
112010100,CHIMAERA,,,,,,,,,,,,,
112010102,CHIMAERA CUBANA,chimaera,Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,cubana,"slope; soft substrate (muds, sands, clays)",,,,
112010103,CHIMAERA MONSTROSA,rabbitfish,,,,,,,,,,,,
112010000,CHIMAERIDAE,chimaeras,,,,,,,,,,,,
112000000,CHIMAERIFORMES,chimaeras,,,,,,,,,,,,
329020200,CHIMAERODERMA,,,,,,,,,,,,,
335643600,CHIONE,,,,,,,,,,,,,
335643601,CHIONE CANCELLATA,cross-barred venus,,,,,,,,,,,,
335643609,CHIONE CLENCHII,,,,,,,,,,,,,
335643602,CHIONE GRANULATA,,,,,,,,,,,,,
335643603,CHIONE GRUS,gray pygmy venus,,,,,,,,,,,,
335643604,CHIONE INTAPURPUREA,lady-in-waiting venus,,,,,,,,,,,,
335643605,CHIONE LATILIRATA,imperial venus,,,,,,,,,,,,
335643606,CHIONE PAPHIA,king venus,,,,,,,,,,,,
335643608,CHIONE PUBERA,,,,,,,,,,,,,
335643607,CHIONE PYGMAEA,pygmy venus,,,,,,,,,,,,
335643700,CHIONISTA,,,,,,,,,,,,,
335643800,CHIONOPSIS,,,,,,,,,,,,,
121055000,CHIROCENTRODON,dogtooth herrings,,,,,,,,,,,,
121055001,CHIROCENTRODON BLEEKERIANUS,dogtooth herring,Animalia,Chordata,Actinopterygii,Clupeiformes,Pristigasteridae,Chirocentrodon,bleekerianus,neritic; bay and nearshore; beach and shoreline; estuarine,,,,
335100400,CHIRONIA,,,,,,,,,,,,,
687030000,CHIRONOMIDAE,midges,,,,,,,,,,,,
618050100,CHIROPSALMUS,,,,,,,,,,,,,
618050101,CHIROPSALMUS QUADRUMANUS,,Animalia,Cnidaria,Cubozoa,,Chirodropidae,Chiropsalmus,quadrumanus,estuarine; neritic; potentially pathogenic,,,,
348110400,CHIROPSIS,,,,,,,,,,,,,
418000000,CHIROPTERA,bats,,,,,,,,,,,,
348110200,CHIROSOMA,,,,,,,,,,,,,
229340000,CHIROSTYLIDAE,,,,,,,,,,,,,
229340200,CHIROSTYLUS,,,,,,,,,,,,,
229340201,CHIROSTYLUS SPINIFER,,Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,Chirostylus,spinifer,benthic; slope; deep sea,,,,
348110000,CHIROTEUTHIDAE,,,,,,,,,,,,,
348110100,CHIROTEUTHIS,,,,,,,,,,,,,
348110101,CHIROTEUTHIS HASTULA,,,,,,,,,,,,,
348110102,CHIROTEUTHIS LACTERTOSA,,,,,,,,,,,,,
348110103,CHIROTEUTHIS VERANYI,,Animalia,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,veranyi,mesopelagic (200–1000 m); oceanic,,p,,p
348110300,CHIROTEUTHOIDES,,,,,,,,,,,,,
303060200,CHITON,,,,,,,,,,,,,
303060201,CHITON ALBOLINEATUS,,,,,,,,,,,,,
303060202,CHITON MARMORATUS,,Animalia,Mollusca,Polyplacophora,Neoloricata,Chitonidae,Chiton,marmoratus,benthic; epibiotic; rocky intertidal,,,,
303060203,CHITON SQUAMOSUS,,Animalia,Mollusca,Polyplacophora,Neoloricata,Chitonidae,Chiton,squamosus,benthic; epibiotic; rocky intertidal,,,,
303060204,CHITON TUBERCULATUS,West Indian green chiton,Animalia,Mollusca,Polyplacophora,Neoloricata,Chitonidae,Chiton,tuberculatus,benthic; epibiotic; rocky intertidal,,,,
303060000,CHITONIDAE,,,,,,,,,,,,,
330235300,CHLAMYDELLA,,,,,,,,,,,,,
322300000,CHLAMYDEPHORIDAE,,,,,,,,,,,,,
335140000,CHLAMYDOCONCHIDAE,,,,,,,,,,,,,
703010000,CHLAMYDOMONADACEA,,,,,,,,,,,,,
105010000,CHLAMYDOSELACHIDAE,frill sharks,,,,,,,,,,,,
105010101,CHLAMYDOSELACHUS ANGUINEUS,frill shark,,,,,,,,,,,,
330231600,CHLAMYS,,,,,,,,,,,,,
330231601,CHLAMYS BENEDICTI,Benedict scallop,,,,,,,,,,,,
330231602,CHLAMYS IMBRICATA,knobby scallop,,,,,,,,,,,,
330231608,CHLAMYS LIOCYMATUS,,,,,,,,,,,,,
330231603,CHLAMYS MILDREDAE,Mildred scallop,,,,,,,,,,,,
330231607,CHLAMYS MULTISQUAMATA,many-ribbed scallop,,,,,,,,,,,,
330231604,CHLAMYS NANA,,,,,,,,,,,,,
330231605,CHLAMYS ORNATA,ornate scallop,,,,,,,,,,,,
330231606,CHLAMYS SENTIS,scaly scallop,,,,,,,,,,,,
649110100,CHLOEIA,,,,,,,,,,,,,
649110101,CHLOEIA VIRIDIS,,Animalia,Annelida,Polychaeta,Amphinomida,Amphinomidae,Chloeia,viridis,"soft substrate (muds, sands, clays)",,,,
143040400,CHLOPSIS,,,,,,,,,,,,,
143040401,CHLOPSIS DENTATUS,mottled false moray,,,,,,,,,,,,
706030000,CHLORELLACEAE,,,,,,,,,,,,,
723030000,CHLOROBOTRYDACEAE,,,,,,,,,,,,,
706010000,CHLOROCOCCACEAE,,,,,,,,,,,,,
706000000,CHLOROCOCCALES,,,,,,,,,,,,,
705010000,CHLORODENDRACEAE,,,,,,,,,,,,,
705000000,CHLORODENDRINEAE,,,,,,,,,,,,,
229101900,CHLORODIELLA,,,,,,,,,,,,,
769000000,CHLOROMONADINEAE,,,,,,,,,,,,,
129020000,CHLOROPHTHALMIDAE,greeneyes,,,,,,,,,,,,
129020101,CHLOROPHTHALMUS AGASSIZI,shortnose greeneye,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,agassizi,"demersal; benthic; slope; soft substrate (muds, sands, clays)",3.7,,d,d
129020102,CHLOROPHTHALMUS BRASILIENSIS,,,,,,,,,,,,,
701000000,CHLOROPHYCEAE,,,,,,,,,,,,,
170110900,CHLOROSCOMBRUS,bumpers,,,,,,,,,,,,
170110902,CHLOROSCOMBRUS CHRYSURUS,Atlantic bumper,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Chloroscombrus,chrysurus,neritic; bay and nearshore; beach and shoreline,3.2,p,,p
170110903,CHLOROSCOMBRUS ORQUETA,Pacific bumper,,,,,,,,,,,,
723040000,CHLOROTHECIACEAE,,,,,,,,,,,,,
308010200,CHONCHOLEPAS,,,,,,,,,,,,,
322080000,CHONDRINIDAE,,,,,,,,,,,,,
616020000,CHONDROPHORIDAE,,,,,,,,,,,,,
307120000,CHONDROPOMIDAE,,,,,,,,,,,,,
777010000,CHORDACEAE,,,,,,,,,,,,,
598000000,CHORDATA,chordates,,,,,,,,,,,,
786100000,CHOREOCOLACEAE,,,,,,,,,,,,,
229211200,CHORINUS,,,,,,,,,,,,,
307290000,CHORISTIDAE,,,,,,,,,,,,,
778040000,CHORISTOCARPACEAE,,,,,,,,,,,,,
335650100,CHORISTODON,,,,,,,,,,,,,
329011400,CHOROMYTILUS,,,,,,,,,,,,,
308010100,CHORUS,,,,,,,,,,,,,
147040100,CHRIODORUS,hardheads,,,,,,,,,,,,
147040101,CHRIODORUS ATHERINOIDES,hardhead halfbeak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Chriodorus,atherinoides,bay and nearshore; coastal surface and epipelagic; estuarine,3,p,,p
170541300,CHRIOLEPIS,,,,,,,,,,,,,
170320300,CHRIOMYSTAX,,,,,,,,,,,,,
170320301,CHRIOMYSTAX SQUAMENTUM,,,,,,,,,,,,,
170270300,CHROMIS,,,,,,,,,,,,,
170270301,CHROMIS CYANEA,blue chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,cyanea,demersal; coral reef,3.1,,d,d
170270302,CHROMIS ENCHRYSURUS,yellowtail reeffish,,,,,,,,,,,,
170270304,CHROMIS INSOLATUS,,,,,,,,,,,,,
170270305,CHROMIS MARGINATUS,,,,,,,,,,,,,
170270306,CHROMIS MULTILINEATA,brown chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,multilineata,demersal; coral reef,3,,d,d
170270303,CHROMIS SCOTTI,purple reeffish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Chromis,scotti,demersal; coral reef,3.4,,d,d
319040000,CHROMODORIDAE,,,,,,,,,,,,,
319050200,CHROMODORIS,,,,,,,,,,,,,
319050201,CHROMODORIS NEONA,,,,,,,,,,,,,
319050202,CHROMODORIS NYALA,,,,,,,,,,,,,
319050203,CHROMODORIS TURA,,,,,,,,,,,,,
732010000,CHROMULINACEAE,,,,,,,,,,,,,
792010000,CHROOCOCCACEAE,,,,,,,,,,,,,
792000000,CHROOCOCCALES,,,,,,,,,,,,,
616010100,CHRYSAORA,,,,,,,,,,,,,
616010101,CHRYSAORA QUINQUECIRRHA,sea nettle,,,,,,,,,,,,
732140000,CHRYSOCAPSACEAE,,,,,,,,,,,,,
619130200,CHRYSOGORGIA,,,,,,,,,,,,,
619130202,CHRYSOGORGIA DESBONNI,,Animalia,Cnidaria,Anthozoa,Gorgonacea,Chrysogorgiidae,Chrysogorgia,desbonni,benthic; hard substrate; slope (200–3000 m),,,,
619130203,CHRYSOGORGIA ELEGANS,,Animalia,Cnidaria,Anthozoa,Gorgonacea,Chrysogorgiidae,Chrysogorgia,elegans,benthic; hard substrate; outer continental shelf (50–200 m)-slope (200–3000 m),,,,
619130201,CHRYSOGORGIA FEWKESI,,,,,,,,,,,,,
619130000,CHRYSOGORGIDAE,,,,,,,,,,,,,
732000000,CHRYSOMONADALES,,,,,,,,,,,,,
732170000,CHRYSOMONADINEAE,,,,,,,,,,,,,
731000000,CHRYSOPHYCEAE,,,,,,,,,,,,,
733010000,CHRYSOSPHAERACEAE,,,,,,,,,,,,,
733020000,CHRYSOSTOMATACEAE,,,,,,,,,,,,,
734000000,CHRYSOTRICHALES,,,,,,,,,,,,,
329011500,CIBOTICOLA,,,,,,,,,,,,,
679040000,CICADIDAE,cicadas,,,,,,,,,,,,
563000000,CICONIIFORMES,Auks,,,,,,,,,,,,
693060000,CIDARIDAE,,,,,,,,,,,,,
693060100,CIDARIS,,,,,,,,,,,,,
693060101,CIDARIS BLAKEI,,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Cidaris,blakei,hard substrate; soft substrate,,,,
693060102,CIDARIS RUGOSA,,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Cidaris,rugosa,hard substrate,,,,
609000000,CILIATA,,,,,,,,,,,,,
307200400,CINGULA,,,,,,,,,,,,,
307200401,CINGULA FLORIDANA,,,,,,,,,,,,,
309010700,CINGULINA,,,,,,,,,,,,,
309010701,CINGULINA BABYLONIA,,,,,,,,,,,,,
307280000,CINGULOPSIDAE,,,,,,,,,,,,,
322040000,CIONELLIDAE,,,,,,,,,,,,,
335640700,CIRCE,,,,,,,,,,,,,
328070400,CIRCLIMOPA,,,,,,,,,,,,,
335640200,CIRCOMPHALUS,,,,,,,,,,,,,
335640201,CIRCOMPHALUS STRIGILLINUS,empress venus,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Circomphalus,strigillinus,benthic; infaunal,,,,
307230400,CIRCULUS,,,,,,,,,,,,,
307230401,CIRCULUS DALLI,,,,,,,,,,,,,
307230402,CIRCULUS HENDERSONI,,,,,,,,,,,,,
307230403,CIRCULUS MARGARITIFORMIS,,,,,,,,,,,,,
307230404,CIRCULUS MULTISTRIATUS,threaded vitrinella,,,,,,,,,,,,
307230405,CIRCULUS SEMSCULPTUS,,,,,,,,,,,,,
307230406,CIRCULUS SUPPRESSUS,suppressed vitrinella,,,,,,,,,,,,
307230407,CIRCULUS TRANSLUCENS,,,,,,,,,,,,,
691060800,CIREASTER,,,,,,,,,,,,,
691060801,CIREASTER AMERICANUS,,,,,,,,,,,,,
223020200,CIROLANA,,,,,,,,,,,,,
223020000,CIROLANIDAE,,,,,,,,,,,,,
650020000,CIRRATULIDAE,,,,,,,,,,,,,
619420100,CIRRHIPATHES,,,,,,,,,,,,,
619420101,CIRRHIPATHES LEUTKENI,,,,,,,,,,,,,
170590000,CIRRHITIDAE,hawkfishes,,,,,,,,,,,,
212000000,CIRRIPEDIA,barnacles,,,,,,,,,,,,
348230200,CIRROBRACHIUM,,,,,,,,,,,,,
350080100,CIRROCTOPUS,,,,,,,,,,,,,
350080101,CIRROCTOPUS PLENA,,,,,,,,,,,,,
350080102,CIRROCTOPUS UMBELLATA,,,,,,,,,,,,,
350070000,CIRROTEUTHIDAE,,,,,,,,,,,,,
350070100,CIRROTEUTHIS,,,,,,,,,,,,,
350070200,CIRROTHAUMA,,,,,,,,,,,,,
307500200,CIRSOTREMA,,,,,,,,,,,,,
307500201,CIRSOTREMA ARCELLA,,,,,,,,,,,,,
307500202,CIRSOTREMA DALLI,,Animalia,Mollusca,Gastropoda,"""Order"" Ptenoglossa",Epitoniidae,Cirsotrema,dalli,"benthic; carnivore (includes scavengers); soft substrate (muds, sands, clays)",,,,
307500203,CIRSOTREMA PILSBRY,,,,,,,,,,,,,
183010300,CITHARICHTHYS,sanddabs,,,,,,,,,,,,
183010302,CITHARICHTHYS AMBLYBREGNATUS,,,,,,,,,,,,,
183010301,CITHARICHTHYS ARCTIFRONS,Gulf Stream flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,arctifrons,"demersal; soft substrate (muds, sands, clays)",3.3,,d,d
183010308,CITHARICHTHYS ARENACEUS,sand whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,arenaceus,"demersal; soft substrate (muds, sands, clays)",,,d,d
183010303,CITHARICHTHYS CORNUTUS,horned whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,cornutus,"demersal; benthic; slope; soft substrate (muds, sands, clays)",3.3,,d,d
183010307,CITHARICHTHYS DINOCEROS,spined whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,dinoceros,benthic; slope,,,,
183010306,CITHARICHTHYS GYMNORHINUS,anglefin whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,gymnorhinus,"demersal; soft substrate (muds, sands, clays)",,,d,d
183010304,CITHARICHTHYS MACROPS,spotted whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,macrops,"demersal; soft substrate (muds, sands, clays)",3.5,,d,d
183010305,CITHARICHTHYS SPILOPTERUS,bay whiff,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,spilopterus,"demersal; soft substrate (muds, sands, clays)",3.6,,d,d
306100400,CITTARIUM,,,,,,,,,,,,,
306100401,CITTARIUM PICA,West Indian topsnail,Animalia,Mollusca,Gastropoda,,Trochidae,Cittarium,pica,benthic; grazer; hard substrate; rocky intertidal,,,,
170111100,CITULA,,,,,,,,,,,,,
170111101,CITULA DORSALIS,,,,,,,,,,,,,
619270300,CLADOCORA,,,,,,,,,,,,,
711010000,CLADOPHORACEAE,,,,,,,,,,,,,
711000000,CLADOPHORALES,,,,,,,,,,,,,
778030000,CLADOSTEPHACEAE,,,,,,,,,,,,,
617040000,CLARIDAE,,,,,,,,,,,,,
308180300,CLATHRODRILLIA,,,,,,,,,,,,,
335650200,CLAUDICONCHA,,,,,,,,,,,,,
322140000,CLAUSILIDAE,,,,,,,,,,,,,
338150000,CLAVAGELLIDAE,,,,,,,,,,,,,
308180400,CLAVUS,,,,,,,,,,,,,
308180401,CLAVUS CADENSAI,,,,,,,,,,,,,
308180402,CLAVUS JOHNSONI,,,,,,,,,,,,,
338090000,CLEIDOTHAERIDAE,,,,,,,,,,,,,
338090200,CLEIDOTHAERUS,,,,,,,,,,,,,
324040200,CLENCHARIA,,,,,,,,,,,,,
170283200,CLEPTICUS,,,,,,,,,,,,,
170283201,CLEPTICUS PARRAE,creole wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Clepticus,parrae,demersal; coral reef,,,d,d
229050400,CLIBANARIUS,,,,,,,,,,,,,
229050401,CLIBANARIUS ANOMALUS,,,,,,,,,,,,,
229050402,CLIBANARIUS FORESTI,,,,,,,,,,,,,
229050403,CLIBANARIUS VITTATUS,thinstripe hermit,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Clibanarius,vittatus,benthic; intertidal (0–2 m); bay and nearshore,,,,
170370000,CLINIDAE,clinids,,,,,,,,,,,,
335290700,CLINOCARDIUM,,,,,,,,,,,,,
314020200,CLIO,,,,,,,,,,,,,
314020203,CLIO CHAPTALI,,,,,,,,,,,,,
314020201,CLIO PYRAMIDATA,pyramid clio,Animalia,Mollusca,Gastropoda,Thecosomata,Cavoliniidae,Clio,pyramidata,pelagic; suspension feeder,,p,,p
314020202,CLIO RECURVA,wavy clio,Animalia,Mollusca,Gastropoda,Thecosomata,Cavoliniidae,Clio,recurva,pelagic; suspension feeder,,p,,p
615020100,CLIONA,,,,,,,,,,,,,
317060100,CLIONE,,,,,,,,,,,,,
